"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"ANUP","The Anup Engineering Limited","7(2)","PRAVIN N. BHAGWATI","Immediate relative","Equity Shares","5450","0.06",,"550","436359","Buy","Equity Shares","6000","0.06","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:48","https://archives.nseindia.com/corporate/xbrl/IT_1124974_622413_01042022044800_WEB.xml"
"ANUP","The Anup Engineering Limited","7(2)","AANAL P. BHAGWATI","Immediate relative","Equity Shares","19842","0.2",,"158","124858","Buy","Equity Shares","20000","0.2","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","BSE","-","01-Apr-2022 16:48","https://archives.nseindia.com/corporate/xbrl/IT_1124974_622413_01042022044800_WEB.xml"
"ANUP","The Anup Engineering Limited","7(2)","AANAL P. BHAGWATI","Immediate relative","Equity Shares","18550","0.19",,"1292","1025280","Buy","Equity Shares","19842","0.2","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:48","https://archives.nseindia.com/corporate/xbrl/IT_1124974_622413_01042022044800_WEB.xml"
"MGEL","Mangalam Global Enterprise Limited","7(2)","Madhusudan Garg HUF","Other","Equity Shares","78462","0.3",,"2695","561959","Sell","Equity Shares","75767","0.29","30-Mar-2022","30-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:43","https://archives.nseindia.com/corporate/xbrl/IT_1124973_622410_01042022044350_WEB.xml"
"FLUOROCHEM","Gujarat Fluorochemicals Limited","7(2)","INOX LEASING AND FINANCE LTD.","Promoters","Equity Shares","60465816","55.04",,"173910","478814675","Sell","Equity Shares","60291906","54.89","28-Mar-2022","28-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:33","https://archives.nseindia.com/corporate/xbrl/IT_1124970_622407_01042022043331_WEB.xml"
"TANLA","Tanla Platforms Limited","7(2)","ASHOK KUMAR RAJU DATLA","Employees/Designated Employees","Equity Shares","32575","0.02",,"2100","3145500","Sell","Equity Shares","30475","0.02","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1124967_622404_01042022042149_WEB.xml"
"TANLA","Tanla Platforms Limited","7(2)","SESHANURADHA CHAVA","Key Managerial Personnel","Equity Shares","182654","0.14",,"26000","38594380","Sell","Equity Shares","156654","0.12","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1124967_622404_01042022042149_WEB.xml"
"TANLA","Tanla Platforms Limited","7(2)","Vipin Kumar Singh","Employees/Designated Employees","Equity Shares","9705","0.07",,"5000","7400000","Sell","Equity Shares","4705","0.01","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1124967_622404_01042022042149_WEB.xml"
"TANLA","Tanla Platforms Limited","7(2)","MIHIR ASHOK GANDHI","Employees/Designated Employees","Equity Shares","731828","0.54",,"56500","78944102","Sell","Equity Shares","675328","0.5","28-Mar-2022","29-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1124967_622404_01042022042149_WEB.xml"
"TANLA","Tanla Platforms Limited","7(2)","SIDHANT SACHDEV","Employees/Designated Employees","Equity Shares","980694","0.72",,"40000","57497353","Sell","Equity Shares","940694","0.69","29-Mar-2022","29-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1124967_622404_01042022042149_WEB.xml"
"INFIBEAM","Infibeam Avenues Limited","7(2)","Baijul Mehta","Employees/Designated Employees","Equity Shares","527360","0.02",,"163680","3221439","Sell","Equity Shares","363680","0.01","28-Mar-2022","29-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1124966_622402_01042022042134_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","RATAN JINDAL","Promoters","Equity Shares","9232511","1.76",,"1882511","371984174","Sell","Equity Shares","7350000","1.4","30-Mar-2022","30-Mar-2022","31-Mar-2022","Gift","-","-","0","0","0","0","NA","-","01-Apr-2022 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1124965_622400_01042022042121_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","URVI JINDAL","Promoter Group","Equity Shares","11605","0",,"1882511","371984174","Buy","Equity Shares","1894116","0.36","30-Mar-2022","30-Mar-2022","31-Mar-2022","Gift","-","-","0","0","0","0","NA","-","01-Apr-2022 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1124965_622400_01042022042121_WEB.xml"
"BAJAJHLDNG","Bajaj Holdings & Investment Limited","7(2)","Jamnalal Sons Pvt. Ltd.","Promoter Group","Equity Shares","19923077","17.9",,"22256","111112660","Buy","Equity Shares","19945333","17.92","30-Mar-2022","30-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:18","https://archives.nseindia.com/corporate/xbrl/IT_1124963_622396_01042022041844_WEB.xml"
"BAJAJHLDNG","Bajaj Holdings & Investment Limited","7(2)","Jamnalal Sons Pvt. Ltd.","Promoter Group","Equity Shares","19945333","17.92",,"66150","331567034","Buy","Equity Shares","20011483","17.98","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:18","https://archives.nseindia.com/corporate/xbrl/IT_1124963_622396_01042022041844_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Anshuman Singhania (HUF)","Promoter Group","Equity Shares","68400","0.06",,"350000","155337166","Buy","Equity Shares","418400","0.36","28-Mar-2022","30-Mar-2022","30-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:18","https://archives.nseindia.com/corporate/xbrl/IT_1124962_622394_01042022041837_WEB.xml"
"JKTYRE","JK Tyre & Industries Limited","7(2)","Anshuman Singhania (Karta of Shripati Singhania HUF)","Promoter Group","Equity Shares","698245","0.28",,"815000","93863200","Buy","Equity Shares","1513245","0.61","28-Mar-2022","29-Mar-2022","30-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1124960_622385_01042022041354_WEB.xml"
"MASFIN","MAS Financial Services Limited","7(2)","ANAMAYA CAPITAL LLP","Promoter Group","Equity Shares","94994","0.17",,"5000","2711767","Buy","Equity Shares","99994","0.18","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:08","https://archives.nseindia.com/corporate/xbrl/IT_1124957_622375_01042022040857_WEB.xml"
"NSIL","Nalwa Sons Investments Limited","7(2)","ABHYUDAY JINDAL","Promoter Group","Equity Shares","1206","0.02",,"4024","6260941","Buy","Equity Shares","5230","0.1","30-Mar-2022","30-Mar-2022","31-Mar-2022","Gift","-","-","0","0","0","0","NA","-","01-Apr-2022 16:08","https://archives.nseindia.com/corporate/xbrl/IT_1124955_622373_01042022040830_WEB.xml"
"NSIL","Nalwa Sons Investments Limited","7(2)","RATAN JINDAL","Promoters","Equity Shares","4024","0.08",,"4024","6260941","Sell","Equity Shares","Nil","0","30-Mar-2022","30-Mar-2022","31-Mar-2022","Gift","-","-","0","0","0","0","NA","-","01-Apr-2022 16:08","https://archives.nseindia.com/corporate/xbrl/IT_1124955_622373_01042022040830_WEB.xml"
"SHYAMCENT","Shyam Century Ferrous Limited","7(2)","ADITYA VIMALKUMAR AGRAWAL","Director","Equity Shares","4113693","1.85",,"100000","2607390","Sell","Equity Shares","4013693","1.81","30-Mar-2022","30-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:04","https://archives.nseindia.com/corporate/xbrl/IT_1124951_622369_01042022040408_WEB.xml"
"SHYAMCENT","Shyam Century Ferrous Limited","7(2)","ADITYA VIMALKUMAR AGRAWAL","Director","Equity Shares","4013693","1.81",,"13693","374813","Sell","Equity Shares","4000000","1.8","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:04","https://archives.nseindia.com/corporate/xbrl/IT_1124951_622369_01042022040408_WEB.xml"
"GENESYS","Genesys International Corporation Limited","7(2)","GANAPATHY VISHWANATHAN","Director","Equity Shares","1914685","6.1",,"500000","300000000","Sell","Equity Shares","1414685","4.51","28-Mar-2022","28-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","BSE","-","01-Apr-2022 16:01","https://archives.nseindia.com/corporate/xbrl/IT_1124947_622366_01042022040124_WEB.xml"
"SDBL","Som Distilleries & Breweries Limited","7(2)","SATPAL KUMAR ARORA","Director","Equity Shares","11500","0.02",,"725","44668","Buy","Equity Shares","12225","0.02","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 15:49","https://archives.nseindia.com/corporate/xbrl/IT_1124942_622357_01042022034956_WEB.xml"
"NAHARSPING","Nahar Spinning Mills Limited","7(2)","PREM KISHORE VASHISHTH","Employees/Designated Employees","Equity Shares","34550","0.09",,"9000","4799129","Sell","Equity Shares","25550","0.07","30-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 15:46","https://archives.nseindia.com/corporate/xbrl/IT_1124939_622354_01042022034637_WEB.xml"
"NAHARSPING","Nahar Spinning Mills Limited","7(2)","PREM KISHORE VASHISHTH","Employees/Designated Employees","Equity Shares","34550","0.09",,"9000","4799129","Sell","Equity Shares","25550","0.07","30-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 15:46","https://archives.nseindia.com/corporate/xbrl/IT_1124938_622352_01042022034605_WEB.xml"
"SDBL","Som Distilleries & Breweries Limited","7(2)","JAGDISH KUMAR ARORA","Promoters","Equity Shares","10399509","14.86",,"50000","3172544","Buy","Equity Shares","10449509","14.93","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 15:44","https://archives.nseindia.com/corporate/xbrl/IT_1124935_622349_01042022034418_WEB.xml"
"GNA","GNA Axles Limited","7(2)","GNA GEARS LIMITED","Promoter Group","Equity Shares","3330","0.01",,"180","92000","Buy","Equity Shares","3510","0.01","22-Mar-2022","29-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 15:28","https://archives.nseindia.com/corporate/xbrl/IT_1124932_622341_01042022032841_WEB.xml"
"CONTROLPR","Control Print Limited","7(2)","Stuti Shiva Kabra","Immediate relative","Equity Shares","6000","0.04",,"1000","356924","Buy","Equity Shares","7000","0.04","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 15:20","https://archives.nseindia.com/corporate/xbrl/IT_1124930_622330_01042022032006_WEB.xml"
"CONTROLPR","Control Print Limited","7(2)","Pushpa Kabra","Promoter Group","Equity Shares","1423997","8.72",,"483","172527","Buy","Equity Shares","1424480","8.72","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 15:20","https://archives.nseindia.com/corporate/xbrl/IT_1124930_622330_01042022032006_WEB.xml"
"CAMS","Computer Age Management Services Limited","7(2)","Ravi Kiran Nagaraj","-","Equity Shares","11859","0.02",,"4500","2350","Sell","Equity Shares","7359","0.01","30-Mar-2022","30-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","MSEI","-","01-Apr-2022 15:09","https://archives.nseindia.com/corporate/xbrl/IT_1124928_622317_01042022030930_WEB.xml"
"MANGALAM","Mangalam Drugs And Organics Limited","7(2)","SHREE RASBIHARI TRADING AND INVESTMENT PRIVATE LIMITED","Promoters","Equity Shares","1011663","6.39",,"59000","6256950","Pledge","Equity Shares","1011663","6.39","29-Mar-2022","29-Mar-2022","31-Mar-2022","Pledge Creation","-","-","0","0","0","0","NA","-","01-Apr-2022 14:59","https://archives.nseindia.com/corporate/xbrl/IT_1124926_622308_01042022025909_WEB.xml"
"INTELLECT","Intellect Design Arena Limited","7(3)","Subramaniam Swaminathan","-","Equity Shares","154000","0.11",,"4000","3657000","Sell","Equity Shares","150000","0.11","29-Mar-2022","31-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 14:57","https://archives.nseindia.com/corporate/xbrl/IT_1124925_622304_01042022025714_WEB.xml"
"KANANIIND","Kanani Industries Limited","7(2)","HARSHIL PREMJIBHAI KANANI","Promoters","Equity Shares","31473750","31.82",,"482759","10567637","Sell","Equity Shares","30990991","31.32","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 14:52","https://archives.nseindia.com/corporate/xbrl/IT_1124922_622299_01042022025248_WEB.xml"
"KANANIIND","Kanani Industries Limited","7(2)","HARSHIL PREMJIBHAI KANANI","Promoters","Equity Shares","31473750","31.81",,"243003","5423866","Sell","Equity Shares","31230747","31.57","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","BSE","-","01-Apr-2022 14:52","https://archives.nseindia.com/corporate/xbrl/IT_1124922_622299_01042022025248_WEB.xml"
"CREST","Crest Ventures Limited","7(2)","Fine Estates Private Limited","Promoters","Equity Shares","15025345","52.81",,"9473","1672173","Buy","Equity Shares","15034818","52.84","29-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 14:34","https://archives.nseindia.com/corporate/xbrl/IT_1124920_622287_01042022023447_WEB.xml"
"MOTOGENFIN","The Motor & General Finance Limited","7(2)","RAM PRAKASH & CO.(P) LTD","Promoter Group","Equity Shares","2234902","5.77",,"2481","65871","Buy","Equity Shares","2237383","5.78","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 14:29","https://archives.nseindia.com/corporate/xbrl/IT_1124918_622282_01042022022953_WEB.xml"
"KANANIIND","Kanani Industries Limited","7(2)","ALPESH VINUBHAI KANANI","Promoter Group","Equity Shares","47508","0.05",,"47508","1042800","Sell","Equity Shares","Nil","0","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","BSE","-","01-Apr-2022 14:23","https://archives.nseindia.com/corporate/xbrl/IT_1124916_622279_01042022022304_WEB.xml"
"KANANIIND","Kanani Industries Limited","7(2)","ALPESH VINUBHAI KANANI","Promoter Group","Equity Shares","126730","0.13",,"126730","2766378","Sell","Equity Shares","Nil","0","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 14:23","https://archives.nseindia.com/corporate/xbrl/IT_1124916_622279_01042022022304_WEB.xml"
"VGUARD","V-Guard Industries Limited","7(2)","MEHUL MOHTA","Employees/Designated Employees","Equity Shares","19172","0",,"1000","217400","Sell","Equity Shares","18172","0","30-Mar-2022","30-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 14:16","https://archives.nseindia.com/corporate/xbrl/IT_1124914_622276_01042022021654_WEB.xml"
"VGUARD","V-Guard Industries Limited","7(2)","SHAIK ASAD PARWEZ","Employees/Designated Employees","Equity Shares","4791","0",,"4700","1020088","Sell","Equity Shares","91","0","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 14:16","https://archives.nseindia.com/corporate/xbrl/IT_1124914_622276_01042022021654_WEB.xml"
